,text,positive,negative,neutral,result
6631,"pepsi i would love to touch some pepsi vanilla on the grass, but you guys discontinued it.",,,,
6632,"there is absolutely a market out there for vanilla flavored colas, it would make everyone happy to see vanilla pepsi on the shelves again pepsi",,,,
6633,pogdigital nike blockbuster nerf mtv pepsi pokemon jumpman23 shaq cocacola slimjim thesimpsons nickelodean nice project,,,,
6634,pepsi fire your marketing person or department. that is the worst commercial ever!,,,,
6635,rt kon_katakura_: pepsi i'm a pepsi fan and enjoy most of the flavors you guys put out but this wasn't one i really enjoyed,,,,
6638,bravowwhl please invite pepsi to the show. he’s the best for putting up with these women. girlstrip,,,,
6639,"if you get a bj, you have to swallow... 🤣🤣🤣🤣🤣🤣🤣 dinnertime buenprovecho spaghettiandmeatballs ensalada pepsi bjs ",,,,
6640,"rt hallucinatier: this is the tweet before i use the restroom
pepsi ",,,,
6641,"dinosaurdracula pepsi 

i am once again asking you to bring your old novelty drinks back.",,,,
6642,"this is the tweet before i use the restroom
pepsi ",,,,
6643,abendytendy nhl pepsi this must be his wife's burner.,,,,
6645,"しっかりとしたシルエット
デニムとオーバーサイズで満足の1着
オフホワイトのパンツで爽やかに☀



古着屋
古着
ふるぎ
front
古着男子
古着女子
lee
classic
デニム
シャツ
xl
pepsi ",,,,
6646,mandysacs yaonlylivvonce pepsi cocacola,,,,
6647,"rt mauroporcini: “the choice of a new generation” version 2023: 
❤️ pepsi’s pulse variations in the digital world
❤️ pepsi on one of our t…",,,,
6648,"mcgowan27 marlins twins pepsi loandepotpark i can’t lie, the fact loan depot has the naming rights makes me laugh",,,,
6649,"ville husso! 🙅‍♂️

a 24-save performance by ville husso earns him his fourth pepsi shutout of the season! ",,,,
6650,"ya quiero que sea 2024 para comprar la nueva versión de pepsi  
te amo pepsimex 🤤 ",,,,
6651,drpepper pepsi strawberryandcream ,,,,
6652,"locosporelasado  llegaron al pepsifest
.
.
.
pepsi ",,,,
6653,pepsi pepsifest ,,,,
6654,"rt shobproth: 💙 pepsi แจกจัดเต็ม รวมของรางวัลมูลค่ากว่า 7.5 ล้านบาท เพียงแค่สแกนกระป๋องเป๊ปซี่ ก็มีสิทธิ์รับของรางวัลมากมาย!

เพียงซื้อเป๊…",,,,
6655,"ricksavoie31 nhl pepsi still too soon, rick",,,,
6656,itsbrettlewis nhl pepsi you mean ex-sens stud filip gustavsson 🙃,,,,
6658,pepsi new pepsi summer lawn trimmings coming soon?,,,,
6659,chrisbeamsdash nhl pepsi ullmark better than all of them,,,,
6660,pepsi drinkers are the head of the internet! pepsi,,,,
6661,nhl pepsi juuuuuice!,,,,
6662,"phantasmachain pepsi ""refresh your collection""
disney ""unlock the magic""

$soul smartnfts",,,,
6663,bravotvrant what are your thoughts on rhugt3?! thailand pepsi,,,,
6664,me when pepsimex and pepsi don't respond to me anymore 😔 ,,,,
6665,"pepsipakistan we want an iconic tvc like 2011's for this year's worldcup!! 

pepsi cricket worldcup2023 pakistancricket shahidafridi babarazam𓃵 tvc ",,,,
6667,"rt starshipent: [pepsixstarship]
2022 pepsi x starship

pepsi partner
장원영 이서 ive

black ver.
▶ 
▶ https://t.…",,,,
6668,shoutout pepsi and ecubaseball for the free pepsi!🏴‍☠️🏴‍☠️🏴‍☠️ ,,,,
6669,"it’s not flying, it’s falling in style 😉

a big thank you to pepsi and the all veteran group for the superb landing in clark-leclair this evening! 🪂⚾️ ",,,,
6670,where are you kendalljenner??! they need your pepsi rn girlll 😂💀 ,,,,
6672,nhl pepsi lyon literally the best goalie here,,,,
6674,"rt t_kap: allow us to reintroduce ourselves… 👀

pepsi pepsiproud design ",,,,
6675,"rt jabirhz: بيبسي تتّخذ خطوة جريئة ! 😯

🔹 بيبسي تحتفل بعيدها الـ 125 بخطوة جريئة نحو المستقبل ! 🔺

هويّة بيبسي الجديدة ؟ 
شوف الفيديو التش…",,,,
6676,plantbasedmeat pepsi italy labgrownmeat plantbsedpork,,,,
6677,watching marlins vs. twins. there's a sign behind home plate advertising a 4 for $44 pepsi pack wednesdays. can you imagine paying $44 for four soft drinks? only at a rip-off ballpark like loandepotpark. no way a typical american family can afford to go watch a game.,,,,
6678,quiero pepsi  con pizza !!!!!!!!!! ,,,,
6679,pepsi dang pepsi,,,,
6680,pepsi je vous en supplie refaites une pub pepsi man juste une seule je suis à genoux ,,,,
6681,maxtion75 nhl pepsi didn't realize that korpisalo was the one shooting the puck.,,,,
6682,pepsi we got peeps flavored pepsi now where's pepsi flavored peeps?,,,,
6683,"futebol_info pediu desculpas pelo ato ou pela repercussão?
thinkmore
pepsi 
pepsifeelthemoment",,,,
6684,drdre nbcsports pepsi nfl rocnation dream bigger than the average 🎶🔥 ,,,,
6685,ummm no thanks cocacolaco  it's almost as bad as peeps pepsi ,,,,
6686,nhl pepsi .990 holy shoot,,,,
6688,"esta es la nueva imagen de pepsi, a mi me gustó. la neta mi favorita es la pepsiblack pero no se si la van a sustituir por la zero 😱. ay satanás quiero probar la cherry refresco soda sandymoon disecciontv rt ",,,,
6690,nhl pepsi where’s cam talbot?! robbed,,,,
6691,pepsi never ,,,,
6692,"theolloydhughes jennatonelli sushantrao pepsi, pay this man",,,,
6693,"jabe8 cntrlscrut1nizr life_utah curiosity900 statsdman ron95803396 marmaledetto supershrimpcap 999bpm lgm__2019 johnsnownw alexjohnston86 onlyaktien zorkmid123 medinapanea srmabekianj zack19192 andrewawski yatinkheti greenarrowinvst lizmilton11 onlyatkein joeysylvio capitalisttalk jones43346665 goncalves_marco msl0727 aaaldoaguilera jasonroycht nikolamotor iveco innercitypress univarsolutions pepsi and once again they are planning to use a mobile ""solution"" that's too expensive and doesn't solve the problem.",,,,
6694,rt marcimag_: hoje é na pepsi! 🌪️🌪️resenhapepsiblack tomaessa ,,,,
6695,nhl pepsi vasy getting hot right in time for the playoffs... as is tradition,,,,
6696,"i forgot to tell pepsico_uk that cola isn’t meant to foam in your mouth, make your stomach ache and give you a headache. maybe aspartame isn’t good for you, hey we know it kills mice! pepsi changeitback",,,,
6697,hoje é na pepsi! 🌪️🌪️resenhapepsiblack tomaessa ,,,,
6698,"錬金術 pepsi  をオーケーストアで70円で購入したら、100円相当のポイントが付いてきて、お金が増えたw 
ペプシって日本だとサントリー配下なのね、ということも知る ",,,,
6699,"it will make your digestive system say, ‘jesus christ.’ (onion rings)  
comedy thirdparty peace indiana snl colinjost pence militas backgroundchecks guns secondamendment callofduty isis easter pepsi biden 

poetry",,,,
6700,rt bd1968: pepsimaxuk norro21 reformulation experts at pepsi ,,,,
6701,pogdigital nike blockbuster nerf mtv pepsi pokemon jumpman23 shaq cocacola slimjim thesimpsons nickelodean i’ve been hoping for this,,,,
6702,pepsi parte del desayuno del pizza_jhut 🥤🍕 ,,,,
6703,"we are your global modern selfcare root of trust



wef forwardlooking  alllivesmatters wealthmanagement wealth financialplanning wealthbuilding investment money financialfreedom investing financialadvisor finance wef pepsi wealthcreation",,,,
6704,"we are your global modern selfcare root of trust



wef forwardlooking wef pepsi productivity propertyrights freemarkets workers prosperity economicgrowth innovation  aheadtogether euorganic health esg climatechange climate innovation",,,,
6705,"miamidolphins host third annual football unites opening kick presented by pepsi on tuesday, march 28 at baptist health health training complex.

miami miamidolphins fortlauderdale finups southflorida florida pepsi football sports 
miami dolphins 📸 ",,,,
6706,ecuathletics pepsi and their jungle jumps right afterwards  ,,,,
6707,chrisbeamsdash nhl pepsi hahahaha that was a good joke anyways vasys better.,,,,
6708,thank you to pepsi and the all veteran group for kicking us off in style tonight ,,,,
6709,pepsi i love it ,,,,
6710,chrisbeamsdash nhl pepsi 11th in save percentage but ok,,,,
6711,razzninho absolutely.. love that nomination! 96 pepsi,,,,
6712,timetravel pepsi lays soda pop sodapop chips gay ,,,,
6714,pepsi ok look pepsi if you respond and notice me ill film myself touching grass and drinking pepsi i been trying to get you to respond to me for 88 days now please and thank you ;-;,,,,
6715,"pepsi anyone ever burp while drinking a pepsi, and no one was around to hear it but then posts.. excuse me.. anyways? 😆",,,,
6716,"we are your global modern selfcare root of trust



wef forwardlooking  thisisdiabetes alllivesmatters wealthmanagement wealth financialplanning wealthbuilding investment money financialfreedom investing financialadvisor finance wef pepsi",,,,
6717,"we are your global modern selfcare root of trust


wef forwardlooking wef pepsi forwardlooking productivity  propertyrights freemarkets workers prosperity economicgrowth innovation  aheadtogether  euorganic health esg climatechange",,,,
6719,nhl pepsi i've never seen a pic of korpisalo and that's the polar opposite of what i expected 😂,,,,
6720,nhl pepsi yes vasy ⚡️,,,,
6721,pepsi 💙💙💙,,,,
6722,viewsfromdasimp deuceedeucee cocacola pepsi sprite mountaindew fanta drpepper water no not really,,,,
6723,deuceedeucee justlifeinnit cocacola pepsi sprite mountaindew fanta drpepper water charge it the game 😖,,,,
6724,viewsfromdasimp justlifeinnit cocacola pepsi sprite mountaindew fanta drpepper water noooo rare viewsfromdasimp l,,,,
6725,nhl pepsi skinner gets shutout against korpisalo. crickets.,,,,
6726,pepsi as a cola fan. no,,,,
6727,justlifeinnit deuceedeucee cocacola pepsi sprite mountaindew fanta drpepper water dr pepper and ginger clears,,,,
6728,"pepsi love it!

where is pepsi advergame?",,,,
6729,"insidernikola cntrlscrut1nizr curiosity900 statsdman ron95803396 jabe8 marmaledetto supershrimpcap 999bpm lgm__2019 johnsnownw alexjohnston86 onlyaktien zorkmid123 medinapanea srmabekianj zack19192 andrewawski yatinkheti greenarrowinvst lizmilton11 onlyatkein joeysylvio capitalisttalk jones43346665 goncalves_marco msl0727 aaaldoaguilera jasonroycht nikolamotor iveco innercitypress univarsolutions pepsi between 0 - 200 miles.
0 uphill
200 miles downhill on a continuous downhill sloop.
😂😂😂",,,,
6730,"chrisbeamsdash nhl pepsi yeah he has the hardware to prove, right?",,,,
6731,"pepsi can i just stay inside and smoke some grass while drinking a pepsi, it's still a bit cold out there.",,,,
6732,nhl pepsi cam talbot snubbed,,,,
6733,nhl pepsi you up for some? 👀 ,,,,
6734,"holy cow. !!! 

i just won a basketball signed by my favorite zachlavine from starrylemonlime starry pepsi ",,,,
6735,nhl pepsi wait where's johnathan quick on here?,,,,
6737,pepsi pepsifest tonight here in es ,,,,
6738,"i personally think that pepsi should follow me for my birthday since i’m their biggest fan, like literally….(and if you see this pepsi, can you please help me get johnnyorlando to wish me a happy birthday (i love you))  ",,,,
6739,nhl pepsi no match for the 🐐 devon levi,,,,
6740,devcoderedteam pepsi i would love to do that.,,,,
6741,devcoderedteam pepsi hello designer here can i talk to you,,,,
6742,nhl pepsi korpi-save-oh! the lakings save-ior gokingsgo,,,,
6743,pepsi we need some retro apparel with that new logo,,,,
6744,nhl pepsi igor clears quite literally all of them,,,,
6745,"rt officialrfdtv: hey, pepsi, thanks for supporting agriculture!

 

agtwitter pepsi",,,,
6746,"pepsi i love you pepsi, thank you",,,,
6747,"nhl pepsi some real beauties there…mini andre the giant, to catch a predator, a giraffe escaped from the fla zoo, and an escapee from a finish trailer park…i just wish they were on my team",,,,
6748,"make sure you get your picks in for the pepsi goalie challenge!

play here ➡️  ",,,,
6749,"these goalies came through clutch in net last week. 🧱

pepsi goalies of the week ",,,,
6750,advertising  marketing advertisingart advertisingdesign pepsi pepsimax ,,,,
6751,pepsi lol how did you know?,,,,
6752,"pepsi did you just roast me? (besides the part where you said ""and pepsi"")",,,,
6753,brandonlvogel truly. they missed an opportunity for some serious crossover promotionals. successionhbo succession pepsi peeps ,,,,
6754,"pepsi “remember kids, if someone you know calls all soda coke, drive over their arms and legs because that’s no good!” ",,,,
6755,pepsi hey pepsi social media person - should i drink water or pepsi,,,,
6757,pepsi fix sodastream!,,,,
6758,pepsi it’s my seventeenth birthday today and the first drink i had was a pepsi,,,,
